Batch Number,Record,Success,Error
1,"{""mbfc__Person__c"": ""003Ps00000frjxrIAA"", ""mbfc__Context__c"": ""001Ps00000l5eVTIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frjxrIAA_001Ps00000l5eVTIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frjxsIAA"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frjxsIAA_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frjxuIAA"", ""mbfc__Context__c"": ""001Ps00000l5eVAIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frjxuIAA_001Ps00000l5eVAIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNOIAY"", ""mbfc__Context__c"": ""001Ps00000l5eV3IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNOIAY_001Ps00000l5eV3IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNTIAY"", ""mbfc__Context__c"": ""001Ps00000l5eUzIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNTIAY_001Ps00000l5eUzIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNUIAY"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNUIAY_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNVIAY"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNVIAY_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNbIAI"", ""mbfc__Context__c"": ""001Ps00000l5eV8IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNbIAI_001Ps00000l5eV8IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNgIAI"", ""mbfc__Context__c"": ""001Ps00000l5eVYIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNgIAI_001Ps00000l5eVYIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNhIAI"", ""mbfc__Context__c"": ""001Ps00000l5eUtIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNhIAI_001Ps00000l5eUtIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNmIAI"", ""mbfc__Context__c"": ""001Ps00000l5eV5IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNmIAI_001Ps00000l5eV5IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNnIAI"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNnIAI_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkNrIAI"", ""mbfc__Context__c"": ""001Ps00000l5eVOIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkNrIAI_001Ps00000l5eVOIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkO2IAI"", ""mbfc__Context__c"": ""001Ps00000l5eV8IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkO2IAI_001Ps00000l5eV8IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkO6IAI"", ""mbfc__Context__c"": ""001Ps00000l5eVJIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkO6IAI_001Ps00000l5eVJIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkOAIAY"", ""mbfc__Context__c"": ""001Ps00000l5eUnIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkOAIAY_001Ps00000l5eUnIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkOIIAY"", ""mbfc__Context__c"": ""001Ps00000l5eVgIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkOIIAY_001Ps00000l5eVgIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkOJIAY"", ""mbfc__Context__c"": ""001Ps00000l5eV2IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkOJIAY_001Ps00000l5eV2IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkOOIAY"", ""mbfc__Context__c"": ""001Ps00000l5eVTIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkOOIAY_001Ps00000l5eVTIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkORIAY"", ""mbfc__Context__c"": ""001Ps00000l5eV5IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkORIAY_001Ps00000l5eV5IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrXIAQ"", ""mbfc__Context__c"": ""001Ps00000l5eVrIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrXIAQ_001Ps00000l5eVrIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrYIAQ"", ""mbfc__Context__c"": ""001Ps00000l5eV3IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrYIAQ_001Ps00000l5eV3IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkraIAA"", ""mbfc__Context__c"": ""001Ps00000l5eVIIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkraIAA_001Ps00000l5eVIIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrbIAA"", ""mbfc__Context__c"": ""001Ps00000l5eV0IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrbIAA_001Ps00000l5eV0IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrfIAA"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrfIAA_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrhIAA"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrhIAA_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkriIAA"", ""mbfc__Context__c"": ""001Ps00000l5eV3IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkriIAA_001Ps00000l5eV3IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrjIAA"", ""mbfc__Context__c"": ""001Ps00000l5eV3IAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrjIAA_001Ps00000l5eV3IAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frkrrIAA"", ""mbfc__Context__c"": ""001Ps00000l5eUtIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frkrrIAA_001Ps00000l5eUtIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frks8IAA"", ""mbfc__Context__c"": ""001Ps00000l5eUqIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frks8IAA_001Ps00000l5eUqIAI_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frksAIAQ"", ""mbfc__Context__c"": ""001Ps00000l5eVKIAY"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frksAIAQ_001Ps00000l5eVKIAY_RelComm""}",True,
1,"{""mbfc__Person__c"": ""003Ps00000frksEIAQ"", ""mbfc__Context__c"": ""001Ps00000l5eVgIAI"", ""mbfc__Category__c"": ""Religious Community"", ""mbfc__Affiliation__c"": ""Member"", ""Archdpdx_Migration_Id__c"": ""003Ps00000frksEIAQ_001Ps00000l5eVgIAI_RelComm""}",True,
