,mbfc__Event_Date__c,mbfc__Location_text__c,mbfc__Notation_Type__c,mbfc__Register_Entry_Type__c,mbfc__Ordination_Type__c,mbfc__Celebrant__c,mbfc__Contact__c,Archdpdx_Job_Id__c,Archdpdx_Migration_Id__c
0,1997-05-03,,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZFIA0,003Dx00000nKiqAIAS,124,2766_Notation_NoticeofHolyOrdersPresbyteral
1,1980-09-13,"St. Mary’s Parish, Corvallis",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj2cIAC,003Dx00000nKiqFIAS,124,601_Notation_NoticeofHolyOrdersPresbyteral
2,2000-09-23,"St. Mary Catholic Church, Eugene, OR",Proof of Baptism,Notation,,,003Dx00000nKiqQIAS,124,1592_Notation_ProofofBaptismnan
3,2014-05-09,,Notice of Confirmation,Notation,,,003Dx00000nKiqQIAS,124,1592_Notation_NoticeofConfirmationnan
4,1985-02-11,"Our Lady of Fatima, Karlo, Nigeria",Proof of Baptism,Notation,,,003Dx00000nKiqRIAS,124,557_Notation_ProofofBaptismnan
5,1997-04-13,,Notice of Confirmation,Notation,,,003Dx00000nKiqRIAS,124,557_Notation_NoticeofConfirmationnan
6,2015-05-23,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKiqRIAS,124,557_Notation_NoticeofHolyOrdersDiaconate
7,2016-06-04,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKiqRIAS,124,557_Notation_NoticeofHolyOrdersPresbyteral
8,1985-11-20,Moyo Catholic Parish,Proof of Baptism,Notation,,,003Dx00000nKiqUIAS,124,1584_Notation_ProofofBaptismnan
9,1992-08-15,,Notice of Confirmation,Notation,,,003Dx00000nKiqUIAS,124,1584_Notation_NoticeofConfirmationnan
10,2011-08-13,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKiqUIAS,124,1584_Notation_NoticeofHolyOrdersPresbyteral
11,1976-05-28,"Holy Trinity, Orlu, Nigeria",Proof of Baptism,Notation,,,003Dx00000nKiqVIAS,124,672_Notation_ProofofBaptismnan
12,1986-11-16,,Notice of Confirmation,Notation,,,003Dx00000nKiqVIAS,124,672_Notation_NoticeofConfirmationnan
13,2011-11-19,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKiqVIAS,124,672_Notation_NoticeofHolyOrdersDiaconate
14,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKiqVIAS,124,672_Notation_NoticeofHolyOrdersPresbyteral
15,1983-05-07,"Maryknoll, New York",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZPIA0,003Dx00000nKiqcIAC,124,577_Notation_NoticeofHolyOrdersPresbyteral
16,2014-07-01,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKiqiIAC,124,558_Notation_NoticeofHolyOrdersDiaconate
17,2014-12-27,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKiqiIAC,124,558_Notation_NoticeofHolyOrdersPresbyteral
18,1931-06-12,"St. Paul Catholic Church, Grosse Pointe Farms MI",Proof of Baptism,Notation,,,003Dx00000nKiqkIAC,124,213_Notation_ProofofBaptismnan
19,1950-07-22,,Notice of Matrimony,Notation,,,003Dx00000nKiqkIAC,124,213_Notation_NoticeofMatrimonynan
20,1981-12-06,"Cathedral of the Holy Family, Anchorage AK",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKiqkIAC,124,213_Notation_NoticeofHolyOrdersDiaconate
21,1965-12-27,,Notice of Matrimony,Notation,,,003Dx00000nKiqmIAC,124,152_Notation_NoticeofMatrimonynan
22,1943-06-27,"St. Rose of Lima, Portland OR",Proof of Baptism,Notation,,,003Dx00000nKiqnIAC,124,287_Notation_ProofofBaptismnan
23,1965-12-27,,Notice of Matrimony,Notation,,,003Dx00000nKiqnIAC,124,287_Notation_NoticeofMatrimonynan
24,2000-12-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKiqnIAC,124,287_Notation_NoticeofHolyOrdersDiaconate
25,1959-05-23,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKiqoIAC,124,624_Notation_NoticeofHolyOrdersPresbyteral
26,2001-01-06,"Jesus el Buen Pastor, Guayaquil, Ecuador",Proof of Baptism,Notation,,,003Dx00000nKiqrIAC,124,1595_Notation_ProofofBaptismnan
27,2005-10-22,,Notice of Confirmation,Notation,,,003Dx00000nKiqrIAC,124,1595_Notation_NoticeofConfirmationnan
28,1985-07-27,,Notice of Matrimony,Notation,,,003Dx00000nKiqsIAC,124,307_Notation_NoticeofMatrimonynan
29,1978-05-29,"Melapudur, Tiruchirapalli, India",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKiqyIAC,124,837_Notation_NoticeofHolyOrdersPresbyteral
30,1981-11-07,"Cathedral of Chihuahua, Mexico",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKiluIAC,003Dx00000nKir0IAC,124,1525_Notation_NoticeofHolyOrdersPresbyteral
31,1988-10-01,,Notice of Matrimony,Notation,,,003Dx00000nKir1IAC,124,179_Notation_NoticeofMatrimonynan
32,1951-08-12,"St. Joseph Church, York PA",Proof of Baptism,Notation,,,003Dx00000nKir2IAC,124,86_Notation_ProofofBaptismnan
33,1988-10-01,,Notice of Matrimony,Notation,,,003Dx00000nKir2IAC,124,86_Notation_NoticeofMatrimonynan
34,2004-10-16,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKir2IAC,124,86_Notation_NoticeofHolyOrdersDiaconate
35,1997-07-12,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj4nIAC,003Dx00000nKir3IAC,124,673_Notation_NoticeofHolyOrdersPresbyteral
36,1967-09-03,"St. Cecilia, Beaverton, OR",Proof of Baptism,Notation,,,003Dx00000nKir4IAC,124,625_Notation_ProofofBaptismnan
37,1985-04-16,,Notice of Confirmation,Notation,,,003Dx00000nKir4IAC,124,625_Notation_NoticeofConfirmationnan
38,2008-04-19,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKir4IAC,124,625_Notation_NoticeofHolyOrdersDiaconate
39,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKir4IAC,124,625_Notation_NoticeofHolyOrdersPresbyteral
40,1976-06-12,,Notice of Matrimony,Notation,,,003Dx00000nKir6IAC,124,174_Notation_NoticeofMatrimonynan
41,1977-05-29,"St. Aloysius Church, Spokane WA",Proof of Baptism,Notation,,,003Dx00000nKir8IAC,124,8_Notation_ProofofBaptismnan
42,1976-06-12,,Notice of Matrimony,Notation,,,003Dx00000nKir8IAC,124,8_Notation_NoticeofMatrimonynan
43,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKir8IAC,124,8_Notation_NoticeofHolyOrdersDiaconate
44,1953-02-08,"St Monica, Coos Bay",Proof of Baptism,Notation,,,003Dx00000nKirCIAS,124,254_Notation_ProofofBaptismnan
45,1969-03-30,"St Monica, Coos Bay",Notice of Confirmation,Notation,,,003Dx00000nKirCIAS,124,254_Notation_NoticeofConfirmationnan
46,2007-12-15,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKirCIAS,124,254_Notation_NoticeofHolyOrdersDiaconate
47,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKirCIAS,124,254_Notation_NoticeofHolyOrdersPresbyteral
48,1965-12-18,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKirDIAS,124,815_Notation_NoticeofHolyOrdersPresbyteral
49,1999-05-22,"Vadasery, India",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZZIA0,003Dx00000nKirFIAS,124,752_Notation_NoticeofHolyOrdersPresbyteral
50,1970-08-08,,Notice of Matrimony,Notation,,,003Dx00000nKirHIAS,124,211_Notation_NoticeofMatrimonynan
51,1947-02-02,"St. John the Evangelist, Butte MT",Proof of Baptism,Notation,,,003Dx00000nKirIIAS,124,237_Notation_ProofofBaptismnan
52,1970-08-08,,Notice of Matrimony,Notation,,,003Dx00000nKirIIAS,124,237_Notation_NoticeofMatrimonynan
53,2006-12-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKirIIAS,124,237_Notation_NoticeofHolyOrdersDiaconate
54,2000-07-02,"St. Bernard Catholic Church, Scio, OR",Proof of Baptism,Notation,,,003Dx00000nKirNIAS,124,1552_Notation_ProofofBaptismnan
55,2015-04-26,,Notice of Confirmation,Notation,,,003Dx00000nKirNIAS,124,1552_Notation_NoticeofConfirmationnan
56,2012-06-30,"Ars, France",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZeIAK,003Dx00000nKirQIAS,124,674_Notation_NoticeofHolyOrdersPresbyteral
57,1989-02-04,,Notice of Matrimony,Notation,,,003Dx00000nKirWIAS,124,5_Notation_NoticeofMatrimonynan
58,1997-05-10,"Milano, Italia",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZjIAK,003Dx00000nKirZIAS,124,789_Notation_NoticeofHolyOrdersPresbyteral
59,1998-07-26,"Kitanga Parish, Kabale Diocese",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZoIAK,003Dx00000nKirdIAC,124,782_Notation_NoticeofHolyOrdersPresbyteral
60,2011-03-10,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKirgIAC,124,2096_Notation_NoticeofHolyOrdersPresbyteral
61,1992-09-12,Ecclesiastical Province of Tororo -Uganda,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKiriIAC,124,559_Notation_NoticeofHolyOrdersPresbyteral
62,1989-07-15,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKirnIAC,124,753_Notation_NoticeofHolyOrdersPresbyteral
63,2015-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKirqIAC,124,838_Notation_NoticeofHolyOrdersPresbyteral
64,2023-04-15,"Our Lady of Guadalupe Abbey, Carlton, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKirvIAC,124,3022_Notation_NoticeofHolyOrdersDiaconate
65,2023-10-28,"Our Lady of Guadalupe Abbey, Carlton, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKirvIAC,124,3022_Notation_NoticeofHolyOrdersPresbyteral
66,1941-06-07,"St. Mary’s Cathedral, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKis0IAC,124,924_Notation_NoticeofHolyOrdersPresbyteral
67,2008-12-27,,Notice of Matrimony,Notation,,,003Dx00000nKis1IAC,124,2082_Notation_NoticeofMatrimonynan
68,1988-07-03,"Moshi, Tanzania",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZtIAK,003Dx00000nKis5IAC,124,675_Notation_NoticeofHolyOrdersPresbyteral
69,2014-05-23,"Holy Family Parish, Yakima, WA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZyIAK,003Dx00000nKisAIAS,124,1538_Notation_NoticeofHolyOrdersPresbyteral
70,1994-06-25,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKisCIAS,124,816_Notation_NoticeofHolyOrdersPresbyteral
71,1942-04-19,"St. Mary, Corvallis OR",Proof of Baptism,Notation,,,003Dx00000nKisHIAS,124,46_Notation_ProofofBaptismnan
72,2012-06-29,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKisHIAS,124,46_Notation_NoticeofHolyOrdersDiaconate
73,1998-06-12,"OLSU Church, Milwaukee, WI",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKja3IAC,003Dx00000nKisVIAS,124,754_Notation_NoticeofHolyOrdersPresbyteral
74,1980-02-03,,Notice of Matrimony,Notation,,,003Dx00000nKisWIAS,124,245_Notation_NoticeofMatrimonynan
75,2015-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKisdIAC,124,755_Notation_NoticeofHolyOrdersPresbyteral
76,1983-04-16,"St. Patrick Parish, Pasco, WA",Notice of Matrimony,Notation,,,003Dx00000nKisgIAC,124,1528_Notation_NoticeofMatrimonynan
77,1959-12-20,"St. Therese Parish, Portland, OR",Proof of Baptism,Notation,,,003Dx00000nKishIAC,124,1527_Notation_ProofofBaptismnan
78,1974-05-23,,Notice of Confirmation,Notation,,,003Dx00000nKishIAC,124,1527_Notation_NoticeofConfirmationnan
79,1983-04-16,"St. Patrick Parish, Pasco, WA",Notice of Matrimony,Notation,,,003Dx00000nKishIAC,124,1527_Notation_NoticeofMatrimonynan
80,2023-10-21,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKishIAC,124,1527_Notation_NoticeofHolyOrdersDiaconate
81,1988-08-28,"Notre Dame, IN",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKislIAC,124,931_Notation_NoticeofHolyOrdersDiaconate
82,1989-04-01,"Notre Dame, IN",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKislIAC,124,931_Notation_NoticeofHolyOrdersPresbyteral
83,2015-03-25,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKisrIAC,124,2728_Notation_NoticeofHolyOrdersDiaconate
84,2015-12-08,"Bishop Ruperto C. Santos, Bishop of Balanga, Philippines",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKisrIAC,124,2728_Notation_NoticeofHolyOrdersPresbyteral
85,1991-09-28,,Notice of Matrimony,Notation,,,003Dx00000nKissIAC,124,143_Notation_NoticeofMatrimonynan
86,1982-11-24,,Notice of Matrimony,Notation,,,003Dx00000nKisuIAC,124,231_Notation_NoticeofMatrimonynan
87,1984-06-22,,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZpIAK,003Dx00000nKiswIAC,124,863_Notation_NoticeofHolyOrdersPresbyteral
88,1958-05-31,,Notice of Matrimony,Notation,,,003Dx00000nKisxIAC,124,19_Notation_NoticeofMatrimonynan
89,2013-06-08,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKiszIAC,124,756_Notation_NoticeofHolyOrdersPresbyteral
90,1936-03-12,"St. Boniface Catholic Church, Sublimity OR",Proof of Baptism,Notation,,,003Dx00000nKit0IAC,124,148_Notation_ProofofBaptismnan
91,1958-05-31,,Notice of Matrimony,Notation,,,003Dx00000nKit0IAC,124,148_Notation_NoticeofMatrimonynan
92,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKit0IAC,124,148_Notation_NoticeofHolyOrdersDiaconate
93,1963-02-17,Holy Cross,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKit3IAC,124,817_Notation_NoticeofHolyOrdersPresbyteral
94,2014-06-07,"Sante Fe, NM",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKja8IAC,003Dx00000nKit9IAC,124,3052_Notation_NoticeofHolyOrdersPresbyteral
95,2005-08-07,"Holy Hill, Hubertus, WI",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKitGIAS,124,1599_Notation_NoticeofHolyOrdersDiaconate
96,2006-06-24,"St. Florian Church, West Milwaukee, WI",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKitGIAS,124,1599_Notation_NoticeofHolyOrdersPresbyteral
97,1999-06-12,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKitKIAS,124,676_Notation_NoticeofHolyOrdersPresbyteral
98,1958-01-19,"Zion Lutheran Church, Pittsburgh, PA",Proof of Baptism,Notation,,,003Dx00000nKitLIAS,124,426_Notation_ProofofBaptismnan
99,1991-12-20,,Notice of Matrimony,Notation,,,003Dx00000nKitLIAS,124,426_Notation_NoticeofMatrimonynan
100,1968-05-18,"Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaDIAS,003Dx00000nKitMIAS,124,677_Notation_NoticeofHolyOrdersPresbyteral
101,1999-01-10,"St. Mary’s Catholic Church, Mount Angel, OR",Proof of Baptism,Notation,,,003Dx00000nKj9WIAS,124,1553_Notation_ProofofBaptismnan
102,2007-05-06,,Notice of Confirmation,Notation,,,003Dx00000nKj9WIAS,124,1553_Notation_NoticeofConfirmationnan
103,1984-03-18,"St. Philomeme’s, Sacramento, CA",Proof of Baptism,Notation,,,003Dx00000nKj9aIAC,124,2052_Notation_ProofofBaptismnan
104,2019-09-21,"St. Ignatius Church, Chestnut Hill, MA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj9aIAC,124,2052_Notation_NoticeofHolyOrdersDiaconate
105,2020-07-11,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKj9aIAC,124,2052_Notation_NoticeofHolyOrdersPresbyteral
106,2010-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,,124,876_Notation_NoticeofHolyOrdersPresbyteral
107,1980-05-31,"Santa Maria, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaIIAS,003Dx00000nKj9dIAC,124,757_Notation_NoticeofHolyOrdersPresbyteral
108,1996-09-07,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj9jIAC,124,455_Notation_NoticeofHolyOrdersDiaconate
109,1950-03-25,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKj9vIAC,124,626_Notation_NoticeofHolyOrdersPresbyteral
110,1948-06-20,"St. Margaret Mary Parish, Chicago IL",Proof of Baptism,Notation,,,003Dx00000nKj9xIAC,124,159_Notation_ProofofBaptismnan
111,1970-07-11,,Notice of Matrimony,Notation,,,003Dx00000nKj9xIAC,124,159_Notation_NoticeofMatrimonynan
112,2007-11-03,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKj9xIAC,124,159_Notation_NoticeofHolyOrdersDiaconate
113,1970-07-11,,Notice of Matrimony,Notation,,,003Dx00000nKj9yIAC,124,153_Notation_NoticeofMatrimonynan
114,1974-06-29,"St. James Cathedral, Seattle, WA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaNIAS,003Dx00000nKjA7IAK,124,585_Notation_NoticeofHolyOrdersPresbyteral
115,2015-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjA8IAK,124,634_Notation_NoticeofHolyOrdersPresbyteral
116,1977-08-20,,Notice of Matrimony,Notation,,,003Dx00000nKjA9IAK,124,25_Notation_NoticeofMatrimonynan
117,1950-01-22,"St. James, Wyoming OH",Proof of Baptism,Notation,,,003Dx00000nKjABIA0,124,169_Notation_ProofofBaptismnan
118,1977-08-20,,Notice of Matrimony,Notation,,,003Dx00000nKjABIA0,124,169_Notation_NoticeofMatrimonynan
119,1996-06-15,"Cathedral of the Blessed Sacrament, Sacramento CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjABIA0,124,169_Notation_NoticeofHolyOrdersDiaconate
120,1994-06-18,"St. Anthony Parish, Tigard, OR",Notice of Matrimony,Notation,,,003Dx00000nKjAMIA0,124,3110_Notation_NoticeofMatrimonynan
121,1989-03-26,"Sacred Heart Parish, Medford, OR",Proof of Baptism,Notation,,,003Dx00000nKjANIA0,124,3109_Notation_ProofofBaptismnan
122,1994-06-18,"St. Anthony Parish, Tigard, OR",Notice of Matrimony,Notation,,,003Dx00000nKjANIA0,124,3109_Notation_NoticeofMatrimonynan
123,1958-03-02,"St. Anselm, Tooting Bec, London, England",Proof of Baptism,Notation,,,003Dx00000nKjAQIA0,124,383_Notation_ProofofBaptismnan
124,1997-03-08,"St. Anselm, Tooting Bec, London",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaSIAS,003Dx00000nKjAQIA0,124,383_Notation_NoticeofHolyOrdersPresbyteral
125,1984-05-04,Servites,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjARIA0,124,818_Notation_NoticeofHolyOrdersPresbyteral
126,1962-05-26,,Notice of Matrimony,Notation,,,003Dx00000nKjASIA0,124,58_Notation_NoticeofMatrimonynan
127,1939-03-05,"St. Rose of Lima, Portland OR",Proof of Baptism,Notation,,,003Dx00000nKjATIA0,124,215_Notation_ProofofBaptismnan
128,1962-05-26,,Notice of Matrimony,Notation,,,003Dx00000nKjATIA0,124,215_Notation_NoticeofMatrimonynan
129,2006-12-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjATIA0,124,215_Notation_NoticeofHolyOrdersDiaconate
130,1961-05-10,"La Purisima Concepcion, Nogales, Sonora Mexico",Proof of Baptism,Notation,,,003Dx00000nKjAVIA0,124,3115_Notation_ProofofBaptismnan
131,1992-06-06,"St. Augustine Church, Oakland, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjAVIA0,124,3115_Notation_NoticeofHolyOrdersPresbyteral
132,1968-02-03,,Notice of Matrimony,Notation,,,003Dx00000nKjAdIAK,124,7_Notation_NoticeofMatrimonynan
133,1976-04-29,"Pontifical North American College, Rome, Italy",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjAjIAK,124,792_Notation_NoticeofHolyOrdersDiaconate
134,1977-09-24,"Holy Trinity, Beaverton",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj2cIAC,003Dx00000nKjAjIAK,124,792_Notation_NoticeofHolyOrdersPresbyteral
135,1990-02-23,"St. James Church, McMinnville OR",Proof of Baptism,Notation,,,003Dx00000nKjAlIAK,124,320_Notation_ProofofBaptismnan
136,1990-02-23,,Notice of Matrimony,Notation,,,003Dx00000nKjAlIAK,124,320_Notation_NoticeofMatrimonynan
137,2008-10-25,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjAlIAK,124,320_Notation_NoticeofHolyOrdersDiaconate
138,1990-02-23,,Notice of Matrimony,Notation,,,003Dx00000nKjAmIAK,124,268_Notation_NoticeofMatrimonynan
139,2013-05-18,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjAoIAK,124,635_Notation_NoticeofHolyOrdersDiaconate
140,2014-06-06,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjAoIAK,124,635_Notation_NoticeofHolyOrdersPresbyteral
141,1948-09-26,"St. Mary’s Church, St. Clair MI",Proof of Baptism,Notation,,,003Dx00000nKjApIAK,124,297_Notation_ProofofBaptismnan
142,1988-05-21,"St. Mary’s Cathedral, Peoria IL",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjApIAK,124,297_Notation_NoticeofHolyOrdersDiaconate
143,2015-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjAsIAK,124,646_Notation_NoticeofHolyOrdersPresbyteral
144,1956-05-19,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjB0IAK,124,678_Notation_NoticeofHolyOrdersPresbyteral
145,1973-12-27,,Notice of Matrimony,Notation,,,003Dx00000nKjB1IAK,124,109_Notation_NoticeofMatrimonynan
146,1950-08-25,"Cathedral of the Immaculate Conception, Lake Charles LA",Proof of Baptism,Notation,,,003Dx00000nKjB2IAK,124,82_Notation_ProofofBaptismnan
147,1973-12-27,,Notice of Matrimony,Notation,,,003Dx00000nKjB2IAK,124,82_Notation_NoticeofMatrimonynan
148,2003-07-12,"Albuquerque Convention Center, Albuquerque NM",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjB2IAK,124,82_Notation_NoticeofHolyOrdersDiaconate
149,1963-05-25,"Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjB4IAK,124,604_Notation_NoticeofHolyOrdersPresbyteral
150,2006-05-20,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjB5IAK,124,605_Notation_NoticeofHolyOrdersDiaconate
151,2007-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjB5IAK,124,605_Notation_NoticeofHolyOrdersPresbyteral
152,1982-04-28,,Notice of Confirmation,Notation,,,003Dx00000nKjB7IAK,124,428_Notation_NoticeofConfirmationnan
153,1982-04-28,,Notice of Profession of Faith,Notation,,,003Dx00000nKjB7IAK,124,428_Notation_NoticeofProfessionofFaithnan
154,1992-06-20,,Notice of Matrimony,Notation,,,003Dx00000nKjB7IAK,124,428_Notation_NoticeofMatrimonynan
155,1941-04-13,"St. Philip the Apostle, Pasadena CA",Proof of Baptism,Notation,,,003Dx00000nKjBGIA0,124,185_Notation_ProofofBaptismnan
156,1969-06-21,,Notice of Matrimony,Notation,,,003Dx00000nKjBGIA0,124,185_Notation_NoticeofMatrimonynan
157,1974-01-06,"St. Paul Parish, Silverton OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjBGIA0,124,185_Notation_NoticeofHolyOrdersDiaconate
158,1957-07-25,Dominican,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjBJIA0,124,647_Notation_NoticeofHolyOrdersPresbyteral
159,1975-03-01,"Air Force Base, TX",Proof of Baptism,Notation,,,003Dx00000nKjBKIA0,124,430_Notation_ProofofBaptismnan
160,1996-06-09,,Notice of Matrimony,Notation,,,003Dx00000nKjBKIA0,124,430_Notation_NoticeofMatrimonynan
161,2012-10-13,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjBMIA0,124,2306_Notation_NoticeofHolyOrdersPresbyteral
162,1981-03-21,"St. Thomas Chaldean Church, Turlock, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKilGIAS,003Dx00000nKjBNIA0,124,679_Notation_NoticeofHolyOrdersPresbyteral
163,1987-06-20,"Our Lady of Lavang Parish, Portland, OR",Notice of Matrimony,Notation,,,003Dx00000nKjBOIA0,124,2794_Notation_NoticeofMatrimonynan
164,1944-10-22,"St. Patrick Church, Tacoma, WA",Proof of Baptism,Notation,,,003Dx00000nKjBXIA0,124,2079_Notation_ProofofBaptismnan
165,1974-11-09,"Seattle, WA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjBXIA0,124,2079_Notation_NoticeofHolyOrdersPresbyteral
