,mbfc__Event_Date__c,mbfc__Location_text__c,mbfc__Notation_Type__c,mbfc__Register_Entry_Type__c,mbfc__Ordination_Type__c,mbfc__Celebrant__c,mbfc__Contact__c,Archdpdx_Job_Id__c,Archdpdx_Migration_Id__c
345,1981-08-01,,Notice of Matrimony,Notation,,,003Dx00000nKipJIAS,124,115_Notation_NoticeofMatrimonynan
346,1957-04-14,"First United Methodist Church, Santa Barbara, CA",Proof of Baptism,Notation,,,003Dx00000nKipTIAS,124,318_Notation_ProofofBaptismnan
347,1993-04-10,"Our Lady of the Lake Parish, Lake Oswego, OR",Notice of Confirmation,Notation,,,003Dx00000nKipTIAS,124,318_Notation_NoticeofConfirmationnan
348,1993-04-10,"Our Lady of the Lake Parish, Lake Oswego, OR",Notice of Profession of Faith,Notation,,,003Dx00000nKipTIAS,124,318_Notation_NoticeofProfessionofFaithnan
349,1973-05-25,"St. Rose of Lima Parish, Portland, OR",Notice of Matrimony,Notation,,,003Dx00000nKipTIAS,124,318_Notation_NoticeofMatrimonynan
350,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKipTIAS,124,318_Notation_NoticeofHolyOrdersDiaconate
351,1973-05-25,"St. Rose of Lima Parish, Portland, OR",Notice of Matrimony,Notation,,,003Dx00000nKipUIAS,124,69_Notation_NoticeofMatrimonynan
352,1958-05-24,"Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKipWIAS,124,685_Notation_NoticeofHolyOrdersPresbyteral
353,1986-06-21,"Seattle, WA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKipYIAS,124,1025_Notation_NoticeofHolyOrdersPresbyteral
354,1998-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKipZIAS,124,1026_Notation_NoticeofHolyOrdersPresbyteral
355,2021-05-14,"Cathedral of the Madeleine, Salt Lake City, UT",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKipaIAC,124,2770_Notation_NoticeofHolyOrdersDiaconate
356,2023-04-15,"Our Lady of Guadalupe Abbey, Carlton, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKipbIAC,124,3023_Notation_NoticeofHolyOrdersDiaconate
357,2023-10-28,"Our Lady of Guadalupe Abbey, Carlton, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKipbIAC,124,3023_Notation_NoticeofHolyOrdersPresbyteral
358,1960-01-20,,Proof of Baptism,Notation,,,003Dx00000nKipcIAC,124,436_Notation_ProofofBaptismnan
359,1977-03-06,,Notice of Confirmation,Notation,,,003Dx00000nKipcIAC,124,436_Notation_NoticeofConfirmationnan
360,2008-01-12,"Basilica of the National Shrine of the Immaculate Conception, Washington, DC",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKipdIAC,124,794_Notation_NoticeofHolyOrdersDiaconate
361,2009-05-30,"St. Dominic Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZpIAK,003Dx00000nKipdIAC,124,794_Notation_NoticeofHolyOrdersPresbyteral
362,2009-01-10,"New Orleans, LA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbBIAS,003Dx00000nKiphIAC,124,1027_Notation_NoticeofHolyOrdersPresbyteral
363,1968-03-17,"Holy Cross Parish, Miramar, New Zealand",Proof of Baptism,Notation,,,003Dx00000nKipoIAC,124,363_Notation_ProofofBaptismnan
364,1993-07-16,,Notice of Matrimony,Notation,,,003Dx00000nKipoIAC,124,363_Notation_NoticeofMatrimonynan
365,1996-02-18,"Manila, Philippines",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKiptIAC,124,898_Notation_NoticeofHolyOrdersPresbyteral
366,1991-04-06,"Notre Dame, IN",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKipwIAC,124,686_Notation_NoticeofHolyOrdersPresbyteral
367,1982-05-14,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj2cIAC,003Dx00000nKipyIAC,124,795_Notation_NoticeofHolyOrdersPresbyteral
368,1976-09-04,,Notice of Matrimony,Notation,,,003Dx00000nKiq2IAC,124,157_Notation_NoticeofMatrimonynan
369,1954-09-19,"Chapel #6, F. E. Warren AFB WY",Proof of Baptism,Notation,,,003Dx00000nKiq3IAC,124,319_Notation_ProofofBaptismnan
370,1976-09-04,,Notice of Matrimony,Notation,,,003Dx00000nKiq3IAC,124,319_Notation_NoticeofMatrimonynan
371,2008-10-25,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKiq3IAC,124,319_Notation_NoticeofHolyOrdersDiaconate
372,1994-04-09,"Notre Dame, IN",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbGIAS,003Dx00000nKiq5IAC,124,687_Notation_NoticeofHolyOrdersPresbyteral
373,1956-06-17,"All Hallows College, Dublin, Ireland",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKiq7IAC,124,688_Notation_NoticeofHolyOrdersPresbyteral
374,1981-09-12,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj2cIAC,003Dx00000nKjChIAK,124,689_Notation_NoticeofHolyOrdersPresbyteral
375,1964-05-01,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjCpIAK,124,649_Notation_NoticeofHolyOrdersPresbyteral
376,1957-06-23,"St. Paul’s United Church, Orillia, Ontario, Canada",Proof of Baptism,Notation,,,003Dx00000nKjCqIAK,124,1530_Notation_ProofofBaptismnan
377,1975-09-21,"Archdiocese for the Military Services, USA",Notice of Confirmation,Notation,,,003Dx00000nKjCqIAK,124,1530_Notation_NoticeofConfirmationnan
378,1975-09-21,"Archdiocese for the Military Services, USA",Notice of Profession of Faith,Notation,,,003Dx00000nKjCqIAK,124,1530_Notation_NoticeofProfessionofFaithnan
379,1979-06-30,,Notice of Matrimony,Notation,,,003Dx00000nKjCqIAK,124,1530_Notation_NoticeofMatrimonynan
380,1947-08-24,"St. Anthony’s Church, Manteca CA",Proof of Baptism,Notation,,,003Dx00000nKjD2IAK,124,93_Notation_ProofofBaptismnan
381,1979-11-24,,Notice of Matrimony,Notation,,,003Dx00000nKjD2IAK,124,93_Notation_NoticeofMatrimonynan
382,1995-06-11,"Cathedral of St. Eugene, Santa Rosa CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjD2IAK,124,93_Notation_NoticeofHolyOrdersDiaconate
383,2011-05-21,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjD3IAK,124,2753_Notation_NoticeofHolyOrdersDiaconate
384,2012-07-14,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjD3IAK,124,2753_Notation_NoticeofHolyOrdersPresbyteral
385,1999-07-24,"Our Lady of Loretto, Los Angeles, CA",Proof of Baptism,Notation,,,003Dx00000nKjD8IAK,124,3018_Notation_ProofofBaptismnan
386,2013-05-20,"St. James Parish, McMinnville, OR",Notice of Confirmation,Notation,,,003Dx00000nKjD8IAK,124,3018_Notation_NoticeofConfirmationnan
387,1958-12-20,Rome,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjb6IAC,003Dx00000nKjD9IAK,124,609_Notation_NoticeofHolyOrdersPresbyteral
388,2022-09-29,"St. Peter’s Basilica, Vatican",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDAIA0,124,527_Notation_NoticeofHolyOrdersDiaconate
389,1987-05-02,,Notice of Matrimony,Notation,,,003Dx00000nKjDBIA0,124,1_Notation_NoticeofMatrimonynan
390,2008-01-26,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDCIA0,124,2799_Notation_NoticeofHolyOrdersDiaconate
391,2008-08-23,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjDCIA0,124,2799_Notation_NoticeofHolyOrdersPresbyteral
392,1987-05-19,"Poznan, Poland",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbLIAS,003Dx00000nKjDIIA0,124,798_Notation_NoticeofHolyOrdersPresbyteral
393,1968-05-11,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjDJIA0,124,799_Notation_NoticeofHolyOrdersPresbyteral
394,2013-11-23,"Sacred Heart Cathedral, Eldoret, Kenya",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbQIAS,003Dx00000nKjDMIA0,124,1582_Notation_NoticeofHolyOrdersPresbyteral
395,2022-09-29,"St. Peter’s Basilica, Vatican",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDNIA0,124,546_Notation_NoticeofHolyOrdersDiaconate
396,2000-05-06,"Newberg Assembly of God, Newberg, OR",Notice of Matrimony,Notation,,,003Dx00000nKjDQIA0,124,3322_Notation_NoticeofMatrimonynan
397,2000-05-06,"Newberg Assembly of God, Newberg, OR",Notice of Matrimony,Notation,,,003Dx00000nKjDRIA0,124,3323_Notation_NoticeofMatrimonynan
398,1967-06-11,"St. John the Baptist, Joliet IL",Proof of Baptism,Notation,,,003Dx00000nKjDSIA0,124,202_Notation_ProofofBaptismnan
399,1998-07-11,,Notice of Matrimony,Notation,,,003Dx00000nKjDSIA0,124,202_Notation_NoticeofMatrimonynan
400,2005-11-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDSIA0,124,202_Notation_NoticeofHolyOrdersDiaconate
401,1998-07-11,,Notice of Matrimony,Notation,,,003Dx00000nKjDTIA0,124,253_Notation_NoticeofMatrimonynan
402,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjDYIA0,124,509_Notation_NoticeofHolyOrdersPresbyteral
403,1982-07-03,,Notice of Matrimony,Notation,,,003Dx00000nKjDcIAK,124,317_Notation_NoticeofMatrimonynan
404,1979-10-18,,Proof of Baptism,Notation,,,003Dx00000nKjDdIAK,124,3316_Notation_ProofofBaptismnan
405,2018-06-22,"St. Dominic, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKja9IAC,003Dx00000nKjDdIAK,124,3316_Notation_NoticeofHolyOrdersPresbyteral
406,1952-11-16,"St. Felicitas, San Leandro CA",Proof of Baptism,Notation,,,003Dx00000nKjDlIAK,124,24_Notation_ProofofBaptismnan
407,2000-08-25,,Notice of Matrimony,Notation,,,003Dx00000nKjDlIAK,124,24_Notation_NoticeofMatrimonynan
408,2006-12-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDlIAK,124,24_Notation_NoticeofHolyOrdersDiaconate
409,2000-08-25,,Notice of Matrimony,Notation,,,003Dx00000nKjDmIAK,124,284_Notation_NoticeofMatrimonynan
410,2008-04-19,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDoIAK,124,760_Notation_NoticeofHolyOrdersDiaconate
411,2009-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjDoIAK,124,760_Notation_NoticeofHolyOrdersPresbyteral
412,1997-11-29,,Notice of Matrimony,Notation,,,003Dx00000nKjDrIAK,124,70_Notation_NoticeofMatrimonynan
413,1991-01-28,,Notice of Matrimony,Notation,,,003Dx00000nKjDsIAK,124,67_Notation_NoticeofMatrimonynan
414,1968-04-15,"Parroquia de Cristo Rey, Delícias, Chihuahua, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjDtIAK,124,189_Notation_ProofofBaptismnan
415,1991-01-28,,Notice of Matrimony,Notation,,,003Dx00000nKjDtIAK,124,189_Notation_NoticeofMatrimonynan
416,2004-10-16,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDtIAK,124,189_Notation_NoticeofHolyOrdersDiaconate
417,1955-06-01,"Parroquia de Ntra. Sra. del Carmen, El Negrito, Honduras",Proof of Baptism,Notation,,,003Dx00000nKjDvIAK,124,171_Notation_ProofofBaptismnan
418,1997-11-29,,Notice of Matrimony,Notation,,,003Dx00000nKjDvIAK,124,171_Notation_NoticeofMatrimonynan
419,2004-10-16,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjDvIAK,124,171_Notation_NoticeofHolyOrdersDiaconate
420,1976-02-15,"Cristo Rey Estipac, Jalisco, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjDwIAK,124,2983_Notation_ProofofBaptismnan
421,2012-02-18,,Notice of Matrimony,Notation,,,003Dx00000nKjDwIAK,124,2983_Notation_NoticeofMatrimonynan
422,1963-01-20,"St. Mark, Eugene, OR",Proof of Baptism,Notation,,,003Dx00000nKjE4IAK,124,456_Notation_ProofofBaptismnan
423,1988-12-27,,Notice of Matrimony,Notation,,,003Dx00000nKjE4IAK,124,456_Notation_NoticeofMatrimonynan
424,1995-08-26,"Orlu, Nigeria",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbVIAS,003Dx00000nKjE5IAK,124,800_Notation_NoticeofHolyOrdersPresbyteral
425,1964-06-14,"Assumption of the Blessed Virgin Mary Parish, Belmont, MI",Proof of Baptism,Notation,,,003Dx00000nKjE6IAK,124,2775_Notation_ProofofBaptismnan
426,1979-03-01,"Assumption of the Blessed Virgin Mary Parish, Belmont, MI",Notice of Confirmation,Notation,,,003Dx00000nKjE6IAK,124,2775_Notation_NoticeofConfirmationnan
427,1991-06-01,,Notice of Matrimony,Notation,,,003Dx00000nKjE6IAK,124,2775_Notation_NoticeofMatrimonynan
428,2015-07-11,"Austin, TX",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbaIAC,003Dx00000nKjE7IAK,124,586_Notation_NoticeofHolyOrdersPresbyteral
429,2010-04-10,"Mangalore, India",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZkIAK,003Dx00000nKjERIA0,124,1586_Notation_NoticeofHolyOrdersPresbyteral
430,1979-05-07,"St. Joseph, Limpio, Paraguay",Proof of Baptism,Notation,,,003Dx00000nKjETIA0,124,3111_Notation_ProofofBaptismnan
431,2002-02-09,"St. Joseph Parish, Limpio, Paraguay",Notice of Matrimony,Notation,,,003Dx00000nKjETIA0,124,3111_Notation_NoticeofMatrimonynan
432,1997-05-31,,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbfIAC,003Dx00000nKjEXIA0,124,1526_Notation_NoticeofHolyOrdersPresbyteral
433,1969-11-08,,Notice of Matrimony,Notation,,,003Dx00000nKjEYIA0,124,108_Notation_NoticeofMatrimonynan
434,1946-04-26,"Regina Coeli, Pittsburgh PA",Proof of Baptism,Notation,,,003Dx00000nKjEZIA0,124,63_Notation_ProofofBaptismnan
435,1969-11-08,,Notice of Matrimony,Notation,,,003Dx00000nKjEZIA0,124,63_Notation_NoticeofMatrimonynan
436,1991-11-09,"Cathedral of Sts. Simon and Jude, Phoenix AZ",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjEZIA0,124,63_Notation_NoticeofHolyOrdersDiaconate
437,1980-03-14,,Notice of Matrimony,Notation,,,003Dx00000nKjEbIAK,124,128_Notation_NoticeofMatrimonynan
438,1956-08-19,"St. Clement, St. Louis MO",Proof of Baptism,Notation,,,,124,18_Notation_ProofofBaptismnan
439,1980-03-14,,Notice of Matrimony,Notation,,,,124,18_Notation_NoticeofMatrimonynan
440,2010-11-06,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,,124,18_Notation_NoticeofHolyOrdersDiaconate
441,1982-01-10,"Prince of Peace Abbey, Oceanside, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbkIAC,003Dx00000nKjEkIAK,124,638_Notation_NoticeofHolyOrdersPresbyteral
442,2023-12-16,"Mount Angel Abbey, St. Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjEvIAK,124,2406_Notation_NoticeofHolyOrdersDiaconate
443,1972-08-19,"St. Charles, Portland",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaDIAS,003Dx00000nKjFGIA0,124,847_Notation_NoticeofHolyOrdersPresbyteral
444,2015-06-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjFLIA0,124,848_Notation_NoticeofHolyOrdersPresbyteral
445,1971-12-05,"St. Thomas á Becket, Jefferson Hills PA",Proof of Baptism,Notation,,,003Dx00000nKjFOIA0,124,103_Notation_ProofofBaptismnan
446,1994-07-09,,Notice of Matrimony,Notation,,,003Dx00000nKjFOIA0,124,103_Notation_NoticeofMatrimonynan
447,2020-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjFUIA0,124,528_Notation_NoticeofHolyOrdersDiaconate
448,2021-06-26,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjFUIA0,124,528_Notation_NoticeofHolyOrdersPresbyteral
449,2007-04-14,"Basilica of the Sacred Heart, Notre Dame",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbpIAC,003Dx00000nKjFWIA0,124,690_Notation_NoticeofHolyOrdersPresbyteral
450,1990-08-24,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKjFXIA0,124,691_Notation_NoticeofHolyOrdersPresbyteral
451,1999-06-03,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjFYIA0,124,1075_Notation_NoticeofHolyOrdersPresbyteral
452,1976-11-27,"Immaculate Conception Church, Seattle, WA",Proof of Baptism,Notation,,,003Dx00000nKjFaIAK,124,3016_Notation_ProofofBaptismnan
453,2012-10-20,"Mission Santa Clara, Santa Clara, CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjFaIAK,124,3016_Notation_NoticeofHolyOrdersDiaconate
454,2013-06-08,"Blessed Sacrament Church, Hollywood, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjFaIAK,124,3016_Notation_NoticeofHolyOrdersPresbyteral
455,2016-06-04,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjFeIAK,124,564_Notation_NoticeofHolyOrdersPresbyteral
456,1973-11-08,,Proof of Baptism,Notation,,,003Dx00000nKjFgIAK,124,276_Notation_ProofofBaptismnan
457,2003-06-29,,Notice of Matrimony,Notation,,,003Dx00000nKjFgIAK,124,276_Notation_NoticeofMatrimonynan
458,2011-10-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjFgIAK,124,276_Notation_NoticeofHolyOrdersDiaconate
459,1966-06-04,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjFpIAK,124,587_Notation_NoticeofHolyOrdersPresbyteral
460,2021-06-05,"St. Dominic Catholic Church, San Francisco, CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjUMIA0,124,2867_Notation_NoticeofHolyOrdersDiaconate
461,2022-06-24,"St. Dominic Catholic Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbuIAC,003Dx00000nKjUMIA0,124,2867_Notation_NoticeofHolyOrdersPresbyteral
462,1987-04-25,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjUNIA0,124,1519_Notation_NoticeofHolyOrdersPresbyteral
463,1992-12-02,,Notice of Matrimony,Notation,,,003Dx00000nKjUOIA0,124,465_Notation_NoticeofMatrimonynan
464,2006-06-10,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjUQIA0,124,839_Notation_NoticeofHolyOrdersPresbyteral
465,1967-06-16,Dominicans,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjURIA0,124,610_Notation_NoticeofHolyOrdersPresbyteral
466,1953-02-01,"Zoar Lutheran Church, Canby OR",Proof of Baptism,Notation,,,003Dx00000nKjUaIAK,124,119_Notation_ProofofBaptismnan
467,1987-04-04,"St. Patrick, Canby OR",Notice of Confirmation,Notation,,,003Dx00000nKjUaIAK,124,119_Notation_NoticeofConfirmationnan
468,1987-04-04,"St. Patrick, Canby OR",Notice of Profession of Faith,Notation,,,003Dx00000nKjUaIAK,124,119_Notation_NoticeofProfessionofFaithnan
469,1978-08-05,,Notice of Matrimony,Notation,,,003Dx00000nKjUaIAK,124,119_Notation_NoticeofMatrimonynan
470,2007-11-03,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjUaIAK,124,119_Notation_NoticeofHolyOrdersDiaconate
471,1978-08-05,,Notice of Matrimony,Notation,,,003Dx00000nKjUbIAK,124,61_Notation_NoticeofMatrimonynan
472,2011-06-04,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjUcIAK,124,762_Notation_NoticeofHolyOrdersPresbyteral
473,1966-05-08,"St. Paul Newman Center, Fresno, CA",Proof of Baptism,Notation,,,003Dx00000nKjUgIAK,124,763_Notation_ProofofBaptismnan
474,2001-10-13,"Jesuit School of Theology at Berkeley, CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjUgIAK,124,763_Notation_NoticeofHolyOrdersDiaconate
475,2002-06-08,"St. Ignatius Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjUgIAK,124,763_Notation_NoticeofHolyOrdersPresbyteral
476,2022-12-10,"Mount Angel Abbey, St. Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjUtIAK,124,2407_Notation_NoticeofHolyOrdersDiaconate
477,2023-11-04,"Mount Angel Abbey, Mount Angel, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjbzIAC,003Dx00000nKjUtIAK,124,2407_Notation_NoticeofHolyOrdersPresbyteral
478,1971-02-18,"Párroco de Inmaculada Concepción de María, Ciudad Arce, El Salvador",Proof of Baptism,Notation,,,003Dx00000nKjUxIAK,124,293_Notation_ProofofBaptismnan
479,2002-02-16,,Notice of Matrimony,Notation,,,003Dx00000nKjUxIAK,124,293_Notation_NoticeofMatrimonynan
480,2011-10-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjUxIAK,124,293_Notation_NoticeofHolyOrdersDiaconate
481,1998-12-20,"Cristo Sacerdote, Guadalajara, Mexico",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjc4IAC,003Dx00000nKjUyIAK,124,704_Notation_NoticeofHolyOrdersPresbyteral
482,2000-02-12,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjUzIAK,124,692_Notation_NoticeofHolyOrdersDiaconate
483,2000-07-08,"Guadalajara, Jalisco, Mexico",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjc9IAC,003Dx00000nKjUzIAK,124,692_Notation_NoticeofHolyOrdersPresbyteral
484,1966-05-08,"Parroquia San Francisco de Acámbaro, Morelia, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjV2IAK,124,14_Notation_ProofofBaptismnan
485,1987-02-28,,Notice of Matrimony,Notation,,,003Dx00000nKjV2IAK,124,14_Notation_NoticeofMatrimonynan
486,2002-02-16,,Notice of Matrimony,Notation,,,003Dx00000nKjV3IAK,124,42_Notation_NoticeofMatrimonynan
487,1990-05-25,,Notice of Matrimony,Notation,,,003Dx00000nKjV9IAK,124,51_Notation_NoticeofMatrimonynan
488,1965-06-15,Spokane Washington,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjcEIAS,003Dx00000nKjVAIA0,124,742_Notation_NoticeofHolyOrdersPresbyteral
489,1987-04-25,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVDIA0,124,588_Notation_NoticeofHolyOrdersPresbyteral
490,2020-05-02,St. Stephen Byzantine Catholic Cathedral,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVEIA0,124,3007_Notation_NoticeofHolyOrdersPresbyteral
491,1980-05-24,,Notice of Matrimony,Notation,,,003Dx00000nKjVFIA0,124,91_Notation_NoticeofMatrimonynan
492,1951-09-23,"St. Augustine, Dallas TX",Proof of Baptism,Notation,,,003Dx00000nKjVGIA0,124,84_Notation_ProofofBaptismnan
493,1980-05-24,,Notice of Matrimony,Notation,,,003Dx00000nKjVGIA0,124,84_Notation_NoticeofMatrimonynan
494,1997-02-01,"St. Joseph Cathedral, Columbus OH",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjVGIA0,124,84_Notation_NoticeofHolyOrdersDiaconate
495,1999-04-24,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVMIA0,124,1580_Notation_NoticeofHolyOrdersPresbyteral
496,1985-03-30,"St. Ignatius Church, Portland, OR",Notice of Confirmation,Notation,,,003Dx00000nKjVPIA0,124,1088_Notation_NoticeofConfirmationnan
497,1999-11-20,"St. Patrick’s Oakland, CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjVPIA0,124,1088_Notation_NoticeofHolyOrdersDiaconate
498,2000-06-17,"St. Ignatius Parish, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj4nIAC,003Dx00000nKjVPIA0,124,1088_Notation_NoticeofHolyOrdersPresbyteral
499,1966-07-20,"Apostolic Faith Church, Portland, Oregon",Proof of Baptism,Notation,,,003Dx00000nKjVQIA0,124,693_Notation_ProofofBaptismnan
500,1995-04-15,,Notice of Confirmation,Notation,,,003Dx00000nKjVQIA0,124,693_Notation_NoticeofConfirmationnan
501,2011-05-20,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjVQIA0,124,693_Notation_NoticeofHolyOrdersDiaconate
502,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjVQIA0,124,693_Notation_NoticeofHolyOrdersPresbyteral
503,2003-10-25,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjVTIA0,124,764_Notation_NoticeofHolyOrdersDiaconate
504,2004-06-05,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVTIA0,124,764_Notation_NoticeofHolyOrdersPresbyteral
505,1950-07-09,"Camp Zama, Japan",Proof of Baptism,Notation,,,003Dx00000nKjVaIAK,124,90_Notation_ProofofBaptismnan
506,1991-04-27,,Notice of Matrimony,Notation,,,003Dx00000nKjVaIAK,124,90_Notation_NoticeofMatrimonynan
507,1954-03-28,"Our Lady of the Holy Rosary, Sun Valley CA",Proof of Baptism,Notation,,,003Dx00000nKjVgIAK,124,258_Notation_ProofofBaptismnan
508,1987-09-12,,Notice of Matrimony,Notation,,,003Dx00000nKjVgIAK,124,258_Notation_NoticeofMatrimonynan
509,2000-08-12,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjVkIAK,124,651_Notation_NoticeofHolyOrdersPresbyteral
